measure_id,measure_name,ibge_code,muni_name,state_id,state,cause_id,cause_name,sex_id,sex,age_id,age_name,year,metric,mx,lower,upper
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,6.637660154,4.90058442,8.682919938
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,6.447711311,4.784946183,8.574871044
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,6.446000932,4.759576968,8.526004732
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,6.096071537,4.478788263,8.190010572
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,5.971889329,4.253424371,8.144282368
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,6.052559733,4.262107509,8.226691131
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,5.846438139,4.058265135,8.109506105
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,5.697219251,3.851911282,8.094772419
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,4.490246939,3.078887243,6.333670558
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,4.26587074,3.02039934,5.871250856
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,4.045954485,2.85147573,5.449226985
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,3.812042185,2.717680176,5.1910075
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,3.521596391,2.502362668,4.821757318
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,3.363681593,2.380098606,4.630683684
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,3.237380848,2.321469078,4.501777385
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,3.212121493,2.303165286,4.414876621
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.073913665,2.183281479,4.243829122
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,2.878916465,2.009034537,3.957622961
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,2.736355702,1.902117633,3.912053116
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,2.62302494,1.791423849,3.678243108
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,2.584313415,1.756512785,3.704419304
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,2.565143241,1.705558539,3.669018494
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,2.498122311,1.636966608,3.674574212
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,6.548092781,5.099927811,8.197047808
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,6.262861654,4.925406537,7.850396724
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,6.110101184,4.860246611,7.557918539
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,5.825567408,4.676694575,7.188753738
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,5.465253874,4.339707466,6.751690765
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,5.241976871,4.182298264,6.482877049
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,5.093820988,4.068735392,6.254171586
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.937149744,3.883632709,6.098776173
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.77055723,3.779541341,5.902807288
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.663423019,3.647879803,5.813865509
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,4.426751593,3.460603279,5.623432477
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,4.303597585,3.300494705,5.41871221
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,4.308269902,3.30770834,5.494424159
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,4.188858015,3.137099564,5.446660562
1,Deaths,130250,Manacapuru,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,4.075889565,3.029728925,5.429447509
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,7.040498633,4.485732883,10.37071929
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,6.725573205,4.26800941,9.900167541
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,6.737042454,4.350682184,9.80351608
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,6.61518927,4.261975585,9.827622868
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,6.094958152,3.945475374,9.112413008
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,5.917316682,3.832141119,8.775038391
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,5.891243634,3.813028265,8.68220396
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,5.719726671,3.646974287,8.518207342
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,5.723407841,3.574692687,8.591568044
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,5.596788979,3.495985614,8.392759403
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,5.359653171,3.270350405,8.401377051
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,5.209241127,3.111761707,8.162662174
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,5.088516424,2.950708861,8.082797977
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,4.960514238,2.895871098,8.085958664
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,4.889091013,2.765916156,8.096493032
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,4.182217945,2.642424438,6.31952934
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,3.98975814,2.506413168,5.934959484
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,3.86233183,2.452624648,5.970388789
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,3.713468919,2.330099175,5.584114165
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,3.389752821,2.144113015,5.157530058
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,3.307523441,2.100773277,5.099846852
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,3.252910484,2.067339707,5.081750217
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,3.323609385,2.058440581,5.115016621
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.241390846,2.030574636,5.064683428
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,3.05008694,1.899462312,4.80802368
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,2.912908969,1.750444603,4.657691865
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,2.787080565,1.672151293,4.510708923
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,2.699326142,1.566947471,4.386721743
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,2.648871237,1.542339683,4.410029385
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,2.589594935,1.473232821,4.374228293
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,5.697871864,4.06291431,7.689779618
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,5.444570136,3.92797273,7.389938817
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,5.385153639,3.937175705,7.155078072
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,5.255262899,3.765026006,7.067245774
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,4.833290546,3.468667544,6.50142046
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,4.69722129,3.406325973,6.259885408
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,4.673262255,3.32721139,6.354435654
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.616773426,3.339930962,6.312882642
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.585459585,3.268451635,6.243294494
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.413657709,3.125852711,6.065511843
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,4.226049867,2.934752825,5.940667099
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,4.083976526,2.815474163,5.7293601
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,3.965895911,2.675450019,5.752797073
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,3.868969585,2.561715389,5.542832804
1,Deaths,130255,Manaquiri,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,3.797750373,2.494792579,5.566671999
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,11.61456195,10.00131689,13.33932881
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,11.08552641,9.673888503,12.62926318
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,10.44329864,9.134936107,11.80072783
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,9.984047676,8.783870424,11.22002703
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,9.82494772,8.641779511,11.0916994
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,9.320277722,8.291102282,10.40702128
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,9.004705821,8.040615383,10.05435886
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,8.712138214,7.775046287,9.659871815
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,8.683805244,7.77885952,9.664459066
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,8.201884843,7.315467303,9.119583742
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,8.208460029,7.243619038,9.187152235
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,7.989909658,7.071798492,8.997501815
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,7.750635234,6.856779025,8.723606194
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,7.585881835,6.569379887,8.620530059
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,7.477282673,6.555928953,8.528891806
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,5.267188206,4.494418371,6.175795609
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,5.033064798,4.304003546,5.767455678
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,4.793053114,4.131983752,5.482579861
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,4.53018237,3.91255351,5.145006253
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,4.244163378,3.715797863,4.836234933
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,4.106019958,3.623400363,4.617171103
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,3.917194167,3.440570745,4.416324265
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,3.736593293,3.317184644,4.206486763
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.63273151,3.20529388,4.090325269
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,3.400197612,3.001103597,3.879373814
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,3.282801371,2.868637707,3.730094524
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,3.135547447,2.713628526,3.611953303
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,3.108501471,2.699173989,3.547693093
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,3.12768322,2.696781104,3.59240841
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,3.025513453,2.556611132,3.544468435
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,8.078580668,7.209314875,9.00164901
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,7.713820368,6.953982646,8.529828624
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,7.293852591,6.554821367,8.027788422
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,6.953224051,6.309262312,7.638864422
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,6.726440619,6.110818135,7.39866706
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,6.429159464,5.858677068,7.016741544
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,6.187514664,5.637873701,6.759356123
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,5.953934868,5.450138814,6.464562275
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,5.882661292,5.412378162,6.369730225
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,5.560852742,5.084405045,6.015826296
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,5.496941369,5.001952067,5.997071925
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,5.322572532,4.844381339,5.843457785
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,5.191308621,4.677958801,5.731055096
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,5.123904839,4.648795733,5.662351511
1,Deaths,130260,Manaus,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,5.016828201,4.518614495,5.56396389
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,5.761339164,3.835327816,8.044945323
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,5.69909469,3.859566764,7.857361986
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,5.629985587,3.873100603,7.805153174
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,5.535968068,3.748049954,7.59182667
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,4.927711096,3.369768919,6.947781023
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,4.983039178,3.323593232,7.014495708
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,4.896071422,3.274675385,6.835002841
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,4.737606743,3.170102724,6.629472541
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,4.519946345,2.935546973,6.420817835
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,4.489055163,2.912574572,6.490003328
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,4.099302997,2.671518177,6.008783587
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,3.883210254,2.453091905,5.869752893
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,3.852409051,2.409820564,5.802999944
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,3.801600716,2.345087537,5.843813062
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,3.75388829,2.301473965,5.774848366
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,4.480946534,2.975868171,6.585404204
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,4.420137002,2.957058975,6.434417032
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,4.183500974,2.788944956,6.100012843
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,4.088267637,2.724112833,5.867844323
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,3.751084681,2.49625251,5.40322823
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,3.745378065,2.509662431,5.356812603
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,3.672423688,2.406069715,5.288540203
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,3.767356639,2.440297907,5.506642111
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.640128429,2.382387636,5.202035146
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,3.442831521,2.199047863,5.00260705
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,3.236939149,2.038990552,4.755980872
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,3.076118749,1.933845795,4.578146186
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,3.030963542,1.872297231,4.60420248
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,3.045625248,1.862570251,4.672723061
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,3.011727039,1.844127127,4.734814092
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,5.118591143,3.848195554,6.706675107
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,5.05852196,3.826874129,6.416700665
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,4.930008254,3.720897252,6.394892646
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,4.840247281,3.638945637,6.266707716
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,4.36444782,3.334577776,5.630189417
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,4.404979276,3.316805974,5.712881569
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,4.333388409,3.281913333,5.556380576
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.281427682,3.228459308,5.578353914
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.113563718,3.015800728,5.436439287
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.018809329,3.010632409,5.295983615
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,3.694975005,2.730995214,4.88395091
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,3.514790574,2.549086475,4.68355653
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,3.486794068,2.547790752,4.688899225
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,3.474577743,2.518856369,4.721908876
1,Deaths,130270,Manicore,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,3.441179737,2.470559733,4.686617828
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,6.754935632,4.496713984,9.881351874
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,6.380821258,4.194326811,9.305068476
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,6.404813764,4.257973377,9.320556871
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,6.144924329,4.142807979,8.964963461
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,5.755350462,3.915566055,8.429940247
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,5.333839928,3.548247646,7.785465846
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,5.12677231,3.395906356,7.398774107
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,4.796258268,3.201350211,7.086739829
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,4.391006929,2.868731322,6.561391195
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,4.447379171,2.915892718,6.6592832
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,4.044003749,2.589309943,6.108891511
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,3.827428472,2.418378859,5.900110953
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,3.897446461,2.390647187,6.035783088
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,3.76679324,2.273310853,5.93614049
1,Deaths,130280,Maraa,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,3.591720982,2.103650546,5.71889199
